month,region,product_category,category_rank,revenue,units_sold,gross_margin_pct,marketing_spend,discount_amount,return_amount,new_product_flag
2023-01,华南,汽车用品,10,121488.0,401,0.499,20542.0,4635.0,4770.0,0
2023-01,华北,汽车用品,10,108151.0,344,0.371,14829.0,11439.0,2865.0,0
2023-01,西南,汽车用品,10,109436.0,399,0.458,11942.0,5631.0,2863.0,0
2023-01,华中,汽车用品,10,95895.0,366,0.501,11559.0,5881.0,1858.0,0
2023-01,西北,汽车用品,10,96294.0,346,0.319,11690.0,10859.0,3072.0,0
2023-01,东北,汽车用品,10,85534.0,294,0.334,6038.0,6422.0,3217.0,0
2023-01,港澳台,汽车用品,10,81100.0,267,0.285,12828.0,5664.0,3717.0,0
2023-01,海外亚太,汽车用品,10,57040.0,217,0.335,6940.0,3329.0,3200.0,0
2023-01,海外欧美,汽车用品,10,55303.0,171,0.554,5748.0,6273.0,1957.0,0
2023-02,华东,智能家电,1,305760.0,392,0.662,34751.0,10659.0,11291.0,0
2023-02,华南,智能家电,1,302308.0,372,0.391,22529.0,27132.0,11666.0,0
2023-02,华北,智能家电,1,266470.0,357,0.544,41432.0,15617.0,11507.0,0
2023-02,西南,智能家电,1,266730.0,287,0.463,33801.0,28532.0,14326.0,0
2023-02,华中,智能家电,1,230131.0,306,0.426,31096.0,8155.0,7704.0,0
2023-02,西北,智能家电,1,217083.0,283,0.603,34908.0,22997.0,6296.0,0
2023-02,东北,智能家电,1,215806.0,299,0.276,12710.0,17937.0,12095.0,0
2023-02,港澳台,智能家电,1,169452.0,186,0.515,27694.0,10907.0,7575.0,0
2023-02,海外亚太,智能家电,1,129613.0,151,0.412,8933.0,9477.0,4964.0,0
2023-02,海外欧美,智能家电,1,100182.0,139,0.51,8146.0,11149.0,1719.0,0
2023-02,华东,消费电子,2,272818.0,387,0.572,45603.0,23943.0,4883.0,0
2023-02,华南,消费电子,2,266755.0,463,0.42,22011.0,27884.0,5325.0,0
2023-02,华北,消费电子,2,239956.0,408,0.48,42964.0,11883.0,14133.0,0
2023-02,西南,消费电子,2,218733.0,384,0.548,12331.0,17639.0,7620.0,0
2023-02,华中,消费电子,2,213959.0,368,0.391,28405.0,17564.0,9390.0,0
2023-02,西北,消费电子,2,212697.0,368,0.611,28507.0,10825.0,6815.0,0
2023-02,东北,消费电子,2,170771.0,267,0.549,12438.0,5672.0,6313.0,0
2023-02,港澳台,消费电子,2,162551.0,297,0.353,25555.0,11084.0,8180.0,0
2023-02,海外亚太,消费电子,2,107427.0,203,0.306,18869.0,11389.0,4964.0,0
2023-02,海外欧美,消费电子,2,119348.0,190,0.566,6183.0,8791.0,3907.0,0
2023-02,华东,家居日用,3,287662.0,1577,0.666,18435.0,12479.0,3237.0,0
2023-02,华南,家居日用,3,270909.0,1241,0.315,42560.0,30054.0,6802.0,0
2023-02,华北,家居日用,3,239903.0,1129,0.487,15026.0,26084.0,4026.0,0
2023-02,西南,家居日用,3,222410.0,1260,0.458,32582.0,7885.0,6838.0,0
2023-02,华中,家居日用,3,188765.0,1071,0.303,18531.0,12145.0,10859.0,0
2023-02,西北,家居日用,3,173462.0,878,0.681,16761.0,10375.0,3381.0,0
2023-02,东北,家居日用,3,172851.0,906,0.547,22061.0,3826.0,8528.0,0
2023-02,港澳台,家居日用,3,130916.0,569,0.596,10071.0,5445.0,7002.0,0
2023-02,海外亚太,家居日用,3,112098.0,476,0.633,7713.0,3699.0,2526.0,0
2023-02,海外欧美,家居日用,3,89458.0,382,0.606,7240.0,4686.0,1674.0,1
2023-02,华东,服装鞋帽,4,229973.0,2057,0.5,34759.0,16403.0,3554.0,0
2023-02,华南,服装鞋帽,4,193044.0,1745,0.657,22738.0,12703.0,11235.0,1
2023-02,华北,服装鞋帽,4,182820.0,1608,0.506,30761.0,5000.0,2567.0,0
2023-02,西南,服装鞋帽,4,146577.0,1270,0.529,13525.0,17510.0,5354.0,0
2023-02,华中,服装鞋帽,4,144175.0,1274,0.651,19409.0,13970.0,6638.0,0
2023-02,西北,服装鞋帽,4,134264.0,1064,0.491,13974.0,3962.0,4208.0,0
2023-02,东北,服装鞋帽,4,120408.0,1130,0.337,19040.0,3531.0,1785.0,0
2023-02,港澳台,服装鞋帽,4,116944.0,999,0.535,10859.0,3768.0,3237.0,0
2023-02,海外亚太,服装鞋帽,4,98380.0,874,0.697,12598.0,5427.0,3827.0,0
2023-02,海外欧美,服装鞋帽,4,74653.0,548,0.648,7300.0,7186.0,2889.0,0
2023-02,华东,美妆护肤,5,290898.0,3540,0.595,38850.0,6582.0,16422.0,0
2023-02,华南,美妆护肤,5,203973.0,2404,0.474,19210.0,4204.0,10911.0,0
2023-02,华北,美妆护肤,5,195348.0,2257,0.362,28715.0,8110.0,6054.0,0
2023-02,西南,美妆护肤,5,192910.0,2321,0.577,11776.0,4873.0,3447.0,0
2023-02,华中,美妆护肤,5,172835.0,2013,0.544,18574.0,8178.0,8252.0,0
2023-02,西北,美妆护肤,5,154672.0,1810,0.545,21148.0,3796.0,4604.0,0
2023-02,东北,美妆护肤,5,133391.0,1353,0.405,11100.0,7045.0,1385.0,0
2023-02,港澳台,美妆护肤,5,116329.0,1371,0.55,18419.0,11705.0,1583.0,0
2023-02,海外亚太,美妆护肤,5,84203.0,1053,0.695,10513.0,6512.0,3829.0,0
2023-02,海外欧美,美妆护肤,5,74653.0,785,0.671,9731.0,7704.0,4180.0,0
2023-02,华东,食品饮料,6,228391.0,4689,0.48,23170.0,11654.0,6161.0,0
2023-02,华南,食品饮料,6,194575.0,3440,0.474,32644.0,10689.0,9022.0,0
2023-02,华北,食品饮料,6,192967.0,3449,0.349,24760.0,18529.0,8254.0,0
2023-02,西南,食品饮料,6,178366.0,3839,0.574,19327.0,20051.0,6818.0,0
2023-02,华中,食品饮料,6,174694.0,3627,0.33,10285.0,11219.0,4392.0,0
2023-02,西北,食品饮料,6,137743.0,2598,0.451,7906.0,14211.0,1906.0,0
2023-02,东北,食品饮料,6,148018.0,2966,0.455,18067.0,14681.0,8110.0,0
2023-02,港澳台,食品饮料,6,123370.0,2335,0.46,8588.0,3231.0,1872.0,0
2023-02,海外亚太,食品饮料,6,92700.0,1856,0.339,7621.0,5912.0,2964.0,0
2023-02,海外欧美,食品饮料,6,73471.0,1373,0.434,6905.0,5862.0,3634.0,0
2023-02,华东,母婴用品,7,167907.0,1179,0.392,24193.0,14382.0,9288.0,0
2023-02,华南,母婴用品,7,174974.0,1041,0.418,30761.0,15721.0,5179.0,0
2023-02,华北,母婴用品,7,172130.0,1105,0.595,26803.0,14977.0,8856.0,0
2023-02,西南,母婴用品,7,152656.0,1062,0.447,14813.0,8588.0,2902.0,0
2023-02,华中,母婴用品,7,147177.0,900,0.333,8835.0,15372.0,2216.0,0
2023-02,西北,母婴用品,7,145046.0,832,0.413,21702.0,4802.0,4183.0,0
2023-02,东北,母婴用品,7,131013.0,954,0.344,14005.0,8003.0,5741.0,0
2023-02,港澳台,母婴用品,7,93203.0,667,0.458,11130.0,4748.0,4700.0,0
2023-02,海外亚太,母婴用品,7,80707.0,610,0.672,8879.0,3888.0,2348.0,0
2023-02,海外欧美,母婴用品,7,78689.0,572,0.333,6492.0,6619.0,4226.0,0
2023-02,华东,运动户外,8,173023.0,869,0.416,25816.0,8180.0,9562.0,0
2023-02,华南,运动户外,8,167857.0,699,0.482,16021.0,3805.0,2126.0,0
2023-02,华北,运动户外,8,154648.0,676,0.313,26446.0,16071.0,6572.0,0
2023-02,西南,运动户外,8,116903.0,583,0.58,7954.0,10586.0,3791.0,1
2023-02,华中,运动户外,8,107313.0,536,0.522,15511.0,7810.0,1670.0,0
2023-02,西北,运动户外,8,98967.0,439,0.62,10829.0,3076.0,5469.0,0
2023-02,东北,运动户外,8,95941.0,402,0.359,10151.0,7817.0,2113.0,0
2023-02,港澳台,运动户外,8,81434.0,422,0.329,9641.0,5760.0,4839.0,0
2023-02,海外亚太,运动户外,8,67555.0,319,0.694,5605.0,1461.0,3339.0,0
2023-02,海外欧美,运动户外,8,64440.0,316,0.596,6008.0,1574.0,2404.0,0
2023-02,华东,图书文娱,9,141553.0,3501,0.608,18703.0,14318.0,1862.0,0
2023-02,华南,图书文娱,9,121273.0,2616,0.41,6724.0,13745.0,4338.0,0
2023-02,华北,图书文娱,9,115159.0,3097,0.406,11102.0,11295.0,6137.0,0
2023-02,西南,图书文娱,9,97049.0,2709,0.627,16140.0,5693.0,5695.0,0
2023-02,华中,图书文娱,9,107431.0,2701,0.65,15526.0,2997.0,4310.0,0
2023-02,西北,图书文娱,9,89356.0,1952,0.594,8028.0,7172.0,2797.0,0
2023-02,东北,图书文娱,9,75286.0,2091,0.471,13533.0,3573.0,4442.0,0
2023-02,港澳台,图书文娱,9,67698.0,1623,0.65,9364.0,7804.0,1160.0,0
2023-02,海外亚太,图书文娱,9,53685.0,1167,0.641,5241.0,3129.0,2059.0,0
2023-02,海外欧美,图书文娱,9,55548.0,1335,0.635,6922.0,4052.0,1661.0,0
2023-02,华东,汽车用品,10,104401.0,372,0.438,10472.0,7952.0,2410.0,0
2023-02,华南,汽车用品,10,115664.0,360,0.605,13169.0,3732.0,6089.0,0
2023-02,华北,汽车用品,10,105556.0,308,0.511,16880.0,5485.0,2889.0,1
2023-02,西南,汽车用品,10,96028.0,353,0.523,16378.0,8044.0,4771.0,0
2023-02,华中,汽车用品,10,72853.0,216,0.554,3892.0,5493.0,2072.0,0
2023-02,西北,汽车用品,10,79032.0,230,0.362,14222.0,7262.0,2868.0,0
2023-02,东北,汽车用品,10,68124.0,259,0.495,7391.0,5996.0,1855.0,0
2023-02,港澳台,汽车用品,10,63372.0,191,0.625,6733.0,7039.0,809.0,0
2023-02,海外亚太,汽车用品,10,41535.0,131,0.522,3945.0,4739.0,2274.0,0
2023-02,海外欧美,汽车用品,10,40679.0,137,0.288,3635.0,2984.0,1429.0,0
2023-03,华东,智能家电,1,348775.0,456,0.55,44876.0,36361.0,13317.0,0
2023-03,华南,智能家电,1,264199.0,344,0.493,35574.0,25547.0,8145.0,0
2023-03,华北,智能家电,1,304664.0,356,0.645,34361.0,30609.0,13481.0,0
2023-03,西南,智能家电,1,222595.0,273,0.456,17034.0,17956.0,5705.0,0
2023-03,华中,智能家电,1,272382.0,389,0.314,26740.0,20746.0,7070.0,0
2023-03,西北,智能家电,1,207677.0,228,0.378,20755.0,16934.0,4655.0,0
2023-03,东北,智能家电,1,191372.0,244,0.387,28554.0,13363.0,6839.0,0
2023-03,港澳台,智能家电,1,153243.0,217,0.464,26920.0,6362.0,4236.0,1
2023-03,海外亚太,智能家电,1,150430.0,196,0.45,18017.0,15753.0,4746.0,0
2023-03,海外欧美,智能家电,1,133589.0,160,0.422,16583.0,5272.0,5031.0,1
2023-03,华东,消费电子,2,333309.0,518,0.646,46147.0,10626.0,19583.0,0
2023-03,华南,消费电子,2,288729.0,544,0.552,21908.0,20474.0,10107.0,1
2023-03,华北,消费电子,2,244620.0,404,0.433,31510.0,17503.0,6458.0,0
2023-03,西南,消费电子,2,246284.0,439,0.37,23084.0,25325.0,9018.0,0
2023-03,华中,消费电子,2,227786.0,364,0.52,40406.0,17852.0,11352.0,0
2023-03,西北,消费电子,2,191837.0,317,0.637,29117.0,18726.0,7459.0,0
2023-03,东北,消费电子,2,179703.0,311,0.498,28636.0,6250.0,7913.0,1
2023-03,港澳台,消费电子,2,156434.0,223,0.375,10901.0,13930.0,4774.0,0
2023-03,海外亚太,消费电子,2,145248.0,259,0.275,9870.0,5917.0,3813.0,0
2023-03,海外欧美,消费电子,2,107039.0,160,0.615,10115.0,5933.0,5202.0,0
2023-03,华东,家居日用,3,309673.0,1599,0.367,25408.0,23476.0,6578.0,0
2023-03,华南,家居日用,3,242928.0,1107,0.572,22159.0,13332.0,13770.0,0
2023-03,华北,家居日用,3,220528.0,1161,0.442,39126.0,22458.0,12731.0,0
2023-03,西南,家居日用,3,202139.0,1075,0.429,21732.0,9227.0,6863.0,0
2023-03,华中,家居日用,3,223013.0,1180,0.345,29000.0,17547.0,4934.0,0
2023-03,西北,家居日用,3,195599.0,846,0.455,28021.0,5879.0,9494.0,1
2023-03,东北,家居日用,3,191378.0,930,0.664,31423.0,12965.0,3822.0,0
2023-03,港澳台,家居日用,3,145590.0,817,0.326,18146.0,10703.0,6720.0,0
2023-03,海外亚太,家居日用,3,116278.0,648,0.36,19715.0,13920.0,3471.0,0
2023-03,海外欧美,家居日用,3,119295.0,672,0.641,6108.0,9161.0,1833.0,0
2023-03,华东,服装鞋帽,4,246962.0,2084,0.508,42481.0,25957.0,8249.0,0
2023-03,华南,服装鞋帽,4,183341.0,1509,0.413,13605.0,17172.0,9082.0,0
2023-03,华北,服装鞋帽,4,193006.0,1780,0.669,30400.0,13805.0,2767.0,0
2023-03,西南,服装鞋帽,4,153965.0,1215,0.409,12918.0,6706.0,7342.0,0
2023-03,华中,服装鞋帽,4,164969.0,1173,0.571,23106.0,4324.0,2625.0,0
2023-03,西北,服装鞋帽,4,149266.0,1391,0.591,13498.0,4738.0,8330.0,0
2023-03,东北,服装鞋帽,4,134457.0,997,0.371,19793.0,10834.0,4140.0,0
2023-03,港澳台,服装鞋帽,4,116869.0,1021,0.397,9603.0,11158.0,6271.0,0
2023-03,海外亚太,服装鞋帽,4,96202.0,700,0.536,5582.0,7193.0,3393.0,0
2023-03,海外欧美,服装鞋帽,4,74307.0,623,0.356,5700.0,5819.0,1081.0,0
2023-03,华东,美妆护肤,5,277130.0,3091,0.533,15937.0,18356.0,13952.0,0
2023-03,华南,美妆护肤,5,250633.0,2990,0.581,14007.0,13648.0,3305.0,0
2023-03,华北,美妆护肤,5,221504.0,2781,0.363,22849.0,21463.0,10697.0,0
2023-03,西南,美妆护肤,5,201269.0,2566,0.503,32817.0,22276.0,5793.0,0
2023-03,华中,美妆护肤,5,192877.0,2241,0.489,14119.0,14220.0,7029.0,0
2023-03,西北,美妆护肤,5,148951.0,1418,0.469,20489.0,11089.0,5451.0,0
2023-03,东北,美妆护肤,5,148579.0,1539,0.725,21433.0,4648.0,7499.0,0
2023-03,港澳台,美妆护肤,5,149611.0,1420,0.432,9443.0,3495.0,5968.0,0
2023-03,海外亚太,美妆护肤,5,103512.0,1116,0.444,8099.0,11011.0,1327.0,0
2023-03,海外欧美,美妆护肤,5,95741.0,1137,0.478,12229.0,8354.0,2492.0,0
2023-03,华东,食品饮料,6,234747.0,4302,0.39,13598.0,26961.0,12673.0,0
2023-03,华南,食品饮料,6,218494.0,4364,0.659,37670.0,19038.0,10770.0,0
2023-03,华北,食品饮料,6,188225.0,3624,0.572,20998.0,19751.0,4713.0,0
2023-03,西南,食品饮料,6,205811.0,4193,0.657,25201.0,6876.0,4557.0,0
2023-03,华中,食品饮料,6,187629.0,4143,0.307,27055.0,7327.0,4395.0,0
2023-03,西北,食品饮料,6,171467.0,3108,0.575,24719.0,13012.0,5825.0,0
2023-03,东北,食品饮料,6,153813.0,2628,0.645,26928.0,4881.0,9225.0,0
2023-03,港澳台,食品饮料,6,118089.0,2152,0.636,14380.0,11520.0,3428.0,0
2023-03,海外亚太,食品饮料,6,89866.0,1804,0.469,5645.0,10616.0,3008.0,0
2023-03,海外欧美,食品饮料,6,87844.0,1711,0.495,6919.0,3039.0,2024.0,0
2023-03,华东,母婴用品,7,207321.0,1238,0.41,20603.0,21424.0,7249.0,0
2023-03,华南,母婴用品,7,183564.0,1341,0.665,24491.0,12677.0,3380.0,0
2023-03,华北,母婴用品,7,174795.0,1161,0.645,21059.0,14714.0,2261.0,1
2023-03,西南,母婴用品,7,179549.0,1257,0.584,18603.0,18719.0,3873.0,0
2023-03,华中,母婴用品,7,134245.0,860,0.525,18348.0,10961.0,4586.0,0
2023-03,西北,母婴用品,7,125743.0,715,0.49,10778.0,14806.0,1365.0,0
2023-03,东北,母婴用品,7,136262.0,1020,0.321,8519.0,4754.0,2670.0,0
2023-03,港澳台,母婴用品,7,104292.0,673,0.427,10720.0,7978.0,6207.0,0
2023-03,海外亚太,母婴用品,7,91699.0,639,0.621,13640.0,2691.0,2656.0,0
2023-03,海外欧美,母婴用品,7,60968.0,366,0.478,6487.0,6002.0,2335.0,0
2023-03,华东,运动户外,8,172096.0,674,0.387,28027.0,18716.0,5813.0,1
2023-03,华南,运动户外,8,166519.0,847,0.527,9038.0,18796.0,4284.0,0
2023-03,华北,运动户外,8,165840.0,801,0.461,9951.0,6011.0,3652.0,0
2023-03,西南,运动户外,8,145591.0,628,0.604,9928.0,17303.0,6727.0,0
2023-03,华中,运动户外,8,125742.0,560,0.637,11855.0,12184.0,7261.0,0
2023-03,西北,运动户外,8,112632.0,477,0.699,12815.0,6260.0,6426.0,0
2023-03,东北,运动户外,8,116726.0,464,0.549,17946.0,10658.0,1646.0,0
2023-03,港澳台,运动户外,8,97255.0,473,0.429,6210.0,1996.0,2472.0,0
2023-03,海外亚太,运动户外,8,65341.0,269,0.482,7979.0,3973.0,739.0,0
2023-03,海外欧美,运动户外,8,61046.0,262,0.456,5368.0,3588.0,869.0,0
2023-03,华东,图书文娱,9,174969.0,4468,0.398,17409.0,5929.0,4384.0,0
2023-03,华南,图书文娱,9,123676.0,3018,0.524,7421.0,5586.0,2762.0,0
2023-03,华北,图书文娱,9,121436.0,2677,0.452,21051.0,6463.0,4980.0,0
2023-03,西南,图书文娱,9,105669.0,2891,0.674,18666.0,3552.0,2751.0,0
2023-03,华中,图书文娱,9,96097.0,2737,0.717,8446.0,8600.0,3320.0,0
2023-03,西北,图书文娱,9,91020.0,2491,0.487,5899.0,6953.0,3605.0,0
2023-03,东北,图书文娱,9,93487.0,2654,0.515,13283.0,5969.0,2297.0,0
2023-03,港澳台,图书文娱,9,83460.0,2029,0.53,11045.0,3689.0,3583.0,0
2023-03,海外亚太,图书文娱,9,57403.0,1646,0.522,5861.0,4056.0,3216.0,0
2023-03,海外欧美,图书文娱,9,55890.0,1338,0.688,6695.0,4685.0,796.0,0
2023-03,华东,汽车用品,10,124353.0,432,0.256,22119.0,10912.0,3728.0,0
2023-03,华南,汽车用品,10,119194.0,338,0.341,13873.0,8568.0,4652.0,0
2023-03,华北,汽车用品,10,102920.0,371,0.473,11842.0,5609.0,1156.0,0
2023-03,西南,汽车用品,10,100911.0,297,0.614,6904.0,5166.0,3307.0,0
2023-03,华中,汽车用品,10,86755.0,283,0.517,7934.0,4340.0,4382.0,0
2023-03,西北,汽车用品,10,88303.0,309,0.304,15710.0,3920.0,1653.0,0
2023-03,东北,汽车用品,10,82589.0,253,0.4,6110.0,6941.0,2610.0,1
2023-03,港澳台,汽车用品,10,59743.0,204,0.394,8461.0,2424.0,2845.0,0
2023-03,海外亚太,汽车用品,10,42710.0,158,0.313,3945.0,2808.0,987.0,0
2023-03,海外欧美,汽车用品,10,45124.0,154,0.483,5700.0,2472.0,2359.0,0
2023-04,华东,智能家电,1,425085.0,499,0.508,25938.0,14196.0,6756.0,0
2023-04,华南,智能家电,1,344510.0,432,0.429,23400.0,20109.0,6645.0,0
2023-04,华北,智能家电,1,350478.0,503,0.484,39833.0,11927.0,9017.0,0
2023-04,西南,智能家电,1,262663.0,280,0.317,40970.0,30569.0,9265.0,0
2023-04,华中,智能家电,1,275369.0,379,0.457,16728.0,6357.0,13232.0,0
2023-04,西北,智能家电,1,245135.0,275,0.445,35919.0,23678.0,9189.0,0
2023-04,东北,智能家电,1,230540.0,316,0.409,36181.0,5570.0,10593.0,0
